domain,rule_name,flagged_orders,total_discount,total_gmv,avg_pair_core_score,avg_network_support_score,avg_pair_risk_score,avg_ghost_score,avg_business_impact_score,high_confidence_orders,priority_score,recommendation,model_overlap_rate
ride,REPEATED_CUSTOMER_DRIVER,19594,196595000.0,2793790200.0,38.997664591201385,42.19770490966622,34.694860671634174,31.174375318975194,62.2721435133204,18136,40.28,"Prioritize pairs with strong ghost evidence first, then confirm pair concentration and only use the shared-entity network as supporting evidence for coordinated behavior.",0.0
