case_id,case_source,driver_id,customer_id,expected_reason,reason_code,high_confidence,n_trips,ghost_rate,min_gap_min,pair_core_score,priority_score,is_flagged
kbc_example_64_trips,user_scope_example,652280701c4d0c32,0cb58995c54abba0,KB-C_SUPERFAST_GAP,KB-C_EXTREME_VOLUME,True,24,0.16666666666666666,-605.3666666666667,55.52,52.14,True
kbc_example_64_trips,user_scope_example,652280701c4d0c32,0cb58995c54abba0,KB-C_SUPERFAST_GAP,KB-C_SUSPICIOUS_COMPONENT,True,24,0.16666666666666666,-605.3666666666667,55.52,52.14,True
kbc_example_64_trips,user_scope_example,652280701c4d0c32,0cb58995c54abba0,KB-C_SUPERFAST_GAP,KB-C_SUPERFAST_GAP,True,24,0.16666666666666666,-605.3666666666667,55.52,52.14,True
